year,wbhao,state,igen,lths,scol,college,hinsured,employed,married2,children,gen1,gen2,gen3,rincp_all
1998,White,Illinois,2nd Generation,.048309598,.61481804,.41313452,.8565771,.77422285,.67089242,.43956667,,,,49428.492
1998,Hispanic,Illinois,2nd Generation,.20460679,.38155338,.16561389,.80660576,.78196448,.65789706,.5578618,,,,44482.402
1998,White,Florida,2nd Generation,.088356018,.60736722,.25439948,.8466084,.7989642,.67997396,.52422959,,,,43738.574
1998,Hispanic,Florida,2nd Generation,.14344683,.57158267,.24871929,.7614904,.81011599,.63371634,.57109237,,,,30636.887
1998,White,Texas,2nd Generation,.021914463,.75099617,.36190915,.8877424,.82562929,.73869014,.49147618,,,,47073.281
1998,Hispanic,Texas,2nd Generation,.31233338,.41831869,.077866435,.76856047,.81332827,.66227615,.63693184,,,,36852.641
1998,White,California,2nd Generation,.030095555,.79582655,.40703484,.87482184,.82877588,.58941126,.41688442,,,,56385.129
1998,Hispanic,California,2nd Generation,.21471989,.44368309,.16904053,.78001785,.81909901,.55569732,.61278683,,,,37108.93
1998,White,New York,3rd Generation,.049229566,.61631387,.34285954,.87415481,.83227926,.66423696,.52127963,,,,48238.367
1998,Hispanic,New York,3rd Generation,0,.52358413,.27582994,.78799629,.74151284,.35824609,.65552938,,,,51552.453
1998,White,New Jersey,3rd Generation,.034701277,.63838792,.38586617,.87812245,.83661121,.71778679,.50266027,,,,58917.09
1998,Hispanic,New Jersey,3rd Generation,.18585761,.4278664,.24444288,.81326562,.61431146,.55884624,.48351404,,,,44187.816
1998,White,Illinois,3rd Generation,.040046275,.61307859,.3162109,.91061991,.8507874,.67162651,.54747403,,,,47157.238
1998,Hispanic,Illinois,3rd Generation,.15141563,.58628303,.2799719,.91685206,.7928409,.77285469,.42283329,,,,42714.891
1998,White,Florida,3rd Generation,.060273699,.58341366,.27841887,.81813437,.80598176,.62376952,.44097239,,,,41683.84
1998,Hispanic,Florida,3rd Generation,.092949972,.51832891,.24463801,.77671468,.8837046,.65525109,.63098431,,,,36860.004
1998,White,Texas,3rd Generation,.059403267,.62928909,.32692617,.83301622,.8396039,.7154696,.51368767,,,,44791.719
1998,Hispanic,Texas,3rd Generation,.18629776,.38978893,.15028052,.67770171,.7771185,.6987375,.69295925,,,,31206.91
1998,White,California,3rd Generation,.034642823,.72256488,.3410469,.85232657,.81410789,.62479681,.47489452,,,,51559.816
1998,Hispanic,California,3rd Generation,.13370492,.47886583,.1407738,.8408618,.77289641,.5761683,.62142509,,,,44187.816
1998,White,New York,All,.053421196,.6134541,.3488203,.85923254,.82184488,.66709602,.51486826,.10420579,.11655307,.77924114,48132.316
1998,Hispanic,New York,All,.30083501,.35666502,.14626877,.60544789,.67641509,.55139107,.67300618,.59415841,.35087508,.054966498,29458.545
1998,White,New Jersey,All,.038699932,.64780718,.3977108,.87267542,.83037257,.71443862,.5085277,.075821891,.10388745,.82029068,56118.527
1998,Hispanic,New Jersey,All,.20602258,.34329221,.17590506,.64018774,.7899422,.5795964,.63341504,.50289643,.43692112,.060182415,35425.375
1998,White,Illinois,All,.041954305,.61299366,.32781282,.90017754,.84413713,.67584771,.54089969,.055835493,.044419724,.89974481,47157.238
1998,Hispanic,Illinois,All,.41323996,.29974803,.12757337,.65358877,.72835016,.72493017,.70614058,.63611591,.28968307,.074201033,32404.398
1998,White,Florida,All,.064566217,.58802986,.2878246,.81547308,.8053441,.63206315,.44779974,.060416795,.069290824,.87029237,42598.527
1998,Hispanic,Florida,All,.20225908,.50274229,.23341441,.69708264,.7899555,.7362709,.60097373,.67734838,.26741087,.05524075,30636.887
1998,White,Texas,All,.058811601,.63415128,.3312,.83519876,.83604062,.71781737,.51740211,.023369797,.028773697,.94785649,44997.926
1998,Hispanic,Texas,All,.379217,.30941904,.10890241,.61729097,.74893671,.69953293,.70852762,.37585703,.17281978,.45132318,28191.828
1998,White,California,All,.039646603,.72940844,.35887435,.84824753,.81416327,.62616503,.4679822,.085541204,.083283626,.83117515,51592.223
1998,Hispanic,California,All,.44848388,.27255833,.086535461,.60501111,.74874097,.65306485,.72029936,.6550073,.14391962,.20107307,26807.275
1999,White,New York,1st Generation,.12782834,.54495072,.33265686,.74604946,.74477875,.6633901,.49261549,,,,42144.406
1999,Hispanic,New York,1st Generation,.35707283,.30635598,.12870336,.54410589,.66294664,.60893255,.72992778,,,,25693.557
1999,White,New Jersey,1st Generation,.12163577,.5574525,.38668099,.6849969,.72628564,.81859821,.61742687,,,,43990.043
1999,Hispanic,New Jersey,1st Generation,.18999317,.34301883,.16025406,.68431044,.80694669,.68746006,.64094996,,,,34888.305
1999,White,Illinois,1st Generation,.12014639,.56567013,.45463803,.79068726,.86290288,.7339347,.43480045,,,,39310.559
1999,Hispanic,Illinois,1st Generation,.50613451,.23789786,.10198331,.62193,.77576727,.83476669,.81381857,,,,24705.342
1999,White,Florida,1st Generation,.091651365,.65142542,.37731281,.82876939,.80868393,.75430691,.4095715,,,,43597.664
1999,Hispanic,Florida,1st Generation,.21577765,.46749765,.25591448,.62935418,.77521753,.7056703,.60940295,,,,29065.109
1999,White,Texas,1st Generation,.11677971,.7562269,.59230042,.8323431,.81117886,.75533348,.49004439,,,,47729.27
1999,Hispanic,Texas,1st Generation,.58589756,.1851801,.088535495,.4306215,.73356676,.72180426,.70146662,,,,22670.785
1999,White,California,1st Generation,.055172525,.73345327,.47533023,.81198394,.80001605,.61911798,.48900932,,,,43847.621
1999,Hispanic,California,1st Generation,.5689432,.18189275,.063440919,.49254084,.73400205,.70906872,.76238698,,,,23252.086
1999,White,New York,2nd Generation,.028197544,.73371667,.43719667,.87502009,.7870146,.68666226,.44877627,,,,56676.961
1999,Hispanic,New York,2nd Generation,.28201839,.42093915,.15461101,.76889306,.59130269,.51601118,.59118313,,,,43830.184
1999,White,New Jersey,2nd Generation,.026714217,.68808591,.43102401,.79250592,.85159028,.60553259,.49231818,,,,65570.883
1999,Hispanic,New Jersey,2nd Generation,.19926223,.39349499,.13682592,.72075719,.68557519,.49814323,.55172056,,,,37784.641
1999,White,Illinois,2nd Generation,.04307583,.70544887,.37804499,.87109667,.88292521,.68310738,.54018992,,,,46504.172
1999,Hispanic,Illinois,2nd Generation,.21667795,.40439966,.1329779,.84403521,.82505262,.50485361,.60648656,,,,34878.129
1999,White,Florida,2nd Generation,.03010164,.58023983,.19954215,.81336749,.78032005,.584243,.38024703,,,,39995.043
1999,Hispanic,Florida,2nd Generation,.15119992,.53715646,.23971096,.79989153,.78238219,.65057164,.51475561,,,,36418.582
1999,White,Texas,2nd Generation,.035979271,.80784923,.47421497,.88087738,.8991037,.69569886,.53693289,,,,55223.707
1999,Hispanic,Texas,2nd Generation,.28598917,.40989333,.12680165,.61828732,.75782102,.70390326,.76166439,,,,34878.129
1999,White,California,2nd Generation,.03841776,.81669784,.43025035,.87558633,.82143182,.5031473,.41980311,,,,57861.363
1999,Hispanic,California,2nd Generation,.16914563,.45988777,.17174016,.77273417,.79657823,.5317117,.5693844,,,,36331.387
1999,White,New York,3rd Generation,.051567584,.63120949,.33748573,.87041432,.82284397,.65108091,.5201593,,,,50010.879
1999,Hispanic,New York,3rd Generation,.064994812,.48357549,.22012608,.65636766,.6844722,.48575589,.62614733,,,,39237.898
1999,White,New Jersey,3rd Generation,.031083221,.64557523,.39628637,.89064223,.85078388,.67788929,.4894917,,,,56698.762
1999,Hispanic,New Jersey,3rd Generation,.15244822,.39639425,.073137991,.79988909,.61917657,.65197885,.53974569,,,,43597.664
1999,White,Illinois,3rd Generation,.030327454,.64638829,.33091548,.89110243,.86945224,.68156594,.54690641,,,,50863.941
1999,Hispanic,Illinois,3rd Generation,.29849887,.44778234,.098510519,.91860878,.82626373,.59228128,.59333736,,,,46831.156
1999,White,Florida,3rd Generation,.062273402,.57537204,.24824384,.84255451,.82394183,.64426839,.44209766,,,,43597.664
1999,Hispanic,Florida,3rd Generation,.18458493,.47079048,.25487953,.74905497,.75749195,.63051701,.7114473,,,,43814.199
1999,White,Texas,3rd Generation,.049696669,.666269,.3537665,.86550242,.8290118,.70853031,.50944662,,,,49875.727
1999,Hispanic,Texas,3rd Generation,.24532622,.38180026,.13195626,.68824834,.80050278,.62734842,.71788627,,,,30518.363
1999,White,California,3rd Generation,.043594114,.69863987,.35123053,.85506749,.81987303,.62924737,.46981326,,,,53770.449
1999,Hispanic,California,3rd Generation,.15234321,.45824972,.11449257,.72287524,.75994772,.58786231,.62537563,,,,40691.152
1999,White,New York,All,.056893673,.63317215,.34746188,.8582108,.81111836,.65607238,.50985479,.10201496,.10499119,.79299384,49991.988
1999,Hispanic,New York,All,.30968156,.36283755,.14450704,.64100701,.63544697,.56434184,.66808081,.53935504,.40158302,.059061926,31971.619
1999,White,New Jersey,All,.037697989,.6425994,.39868563,.86584359,.84121895,.68223578,.49965143,.077414177,.090473726,.83211207,57851.191
1999,Hispanic,New Jersey,All,.19049166,.36474228,.14557506,.70567572,.75033069,.61812699,.60204327,.57386422,.35241023,.073725574,36331.387
1999,White,Illinois,All,.036018331,.64484775,.340253,.88444859,.86976719,.68458545,.54026949,.056166399,.050678644,.89315498,49519.68
1999,Hispanic,Illinois,All,.41606903,.30276385,.10791609,.71086955,.79328877,.73127145,.73894674,.64803594,.20758991,.14437413,30518.363
1999,White,Florida,All,.062214088,.58023065,.2532506,.84006453,.8205424,.64748478,.43662146,.060245175,.056857143,.88289768,43597.664
1999,Hispanic,Florida,All,.19506887,.48728868,.25128826,.68717438,.77573723,.68392813,.59145069,.63593841,.28014731,.083914295,32465.727
1999,White,Texas,All,.050891034,.67305702,.36349967,.86519063,.83084846,.7092579,.50986362,.024433624,.032419898,.94314647,49862.648
1999,Hispanic,Texas,All,.37532306,.31516045,.1153873,.58351809,.76929545,.67404872,.71907854,.36222944,.16309375,.47467682,27611.854
1999,White,California,All,.044126365,.71077353,.36753789,.85318613,.81838328,.61848438,.46742994,.081211224,.078829259,.8399595,53189.148
1999,Hispanic,California,All,.42587414,.27877417,.090134047,.58077902,.74873215,.65801537,.70583206,.65034926,.1544673,.19518343,27611.854
2000,White,New York,1st Generation,.084891416,.55728251,.34208947,.78521132,.74825042,.71124655,.4599708,,,,46957.906
2000,Hispanic,New York,1st Generation,.38935116,.28016561,.12329616,.50363541,.73181772,.59965849,.64977646,,,,24190.438
2000,White,New Jersey,1st Generation,.048598077,.52050692,.27532849,.83922249,.75065273,.73172176,.60188919,,,,46032.98
2000,Hispanic,New Jersey,1st Generation,.17926286,.24536577,.11360106,.56309944,.79322815,.69609767,.66409147,,,,30753.16
2000,White,Illinois,1st Generation,.14709531,.55764478,.35255641,.84291703,.81208688,.83276588,.45301524,,,,50871.066
2000,Hispanic,Illinois,1st Generation,.5334115,.14049068,.088451147,.73855907,.73957855,.80010784,.8374756,,,,32728.238
2000,White,Florida,1st Generation,.090165675,.58314782,.32177454,.721623,.75977099,.78951317,.55926377,,,,42689.008
2000,Hispanic,Florida,1st Generation,.23368382,.41218674,.25490335,.60106051,.77220863,.71449345,.69312334,,,,28459.338
2000,White,Texas,1st Generation,.075002141,.84612882,.62357795,.79130703,.78135121,.76241803,.56149715,,,,49803.84
2000,Hispanic,Texas,1st Generation,.59503412,.16663626,.081053682,.46366352,.75115758,.72086298,.75032043,,,,23912.959
2000,White,California,1st Generation,.063947931,.70957506,.44825318,.82022715,.82084084,.63655841,.4762181,,,,51864.297
2000,Hispanic,California,1st Generation,.55511558,.19506466,.060229223,.54880178,.71440691,.7218889,.77307397,,,,24190.438
2000,White,New York,2nd Generation,.022322411,.73402661,.45669794,.92172265,.85240316,.69321865,.48910323,,,,57608.816
2000,Hispanic,New York,2nd Generation,.21971035,.39130631,.1308331,.81265426,.66580677,.47970992,.59875321,,,,35574.172
2000,White,New Jersey,2nd Generation,.028074376,.68831229,.39755452,.87723696,.88734323,.60689551,.47006366,,,,57795.223
2000,Hispanic,New Jersey,2nd Generation,.19652477,.38043675,.15539563,.82250416,.82489926,.47332492,.64880204,,,,38420.105
2000,White,Illinois,2nd Generation,.029257884,.69814271,.33140627,.91481709,.8640542,.66180795,.4629578,,,,47622.434
2000,Hispanic,Illinois,2nd Generation,.20006911,.4696627,.22043428,.75739563,.83956325,.70033389,.78598005,,,,40975.754
2000,White,Florida,2nd Generation,.033484552,.67118025,.26646683,.86592942,.82239157,.50613129,.379421,,,,42973.602
2000,Hispanic,Florida,2nd Generation,.12606329,.52961779,.24206603,.84020895,.80303913,.61066437,.58595616,,,,34166.859
2000,White,Texas,2nd Generation,.02368011,.79189187,.52057797,.95637,.90534484,.61752528,.52840579,,,,53361.258
2000,Hispanic,Texas,2nd Generation,.29078069,.40244466,.09465646,.6768232,.80831474,.72427881,.71894997,,,,28459.338
2000,White,California,2nd Generation,.051473472,.75209373,.41641292,.87510991,.83079946,.51821262,.45208034,,,,59159.848
2000,Hispanic,California,2nd Generation,.19125289,.4589507,.12649722,.81957889,.75754154,.52592075,.57715774,,,,39843.074
2000,White,New York,3rd Generation,.048491616,.63485527,.36208704,.91285688,.82305747,.64336342,.49538067,,,,49839.414
2000,Hispanic,New York,3rd Generation,.041327529,.33895072,.20046581,.78423208,.67362732,.64850861,.69636393,,,,34354.691
2000,White,New Jersey,3rd Generation,.031676151,.64354628,.37858301,.9010244,.83207464,.67026454,.48750272,,,,56918.676
2000,Hispanic,New Jersey,3rd Generation,.15805393,.1573322,0,.75312006,.65891868,.60728639,.24392937,,,,28174.744
2000,White,Illinois,3rd Generation,.046636675,.62503988,.33369035,.90834576,.85634887,.68504411,.52358156,,,,50657.621
2000,Hispanic,Illinois,3rd Generation,.2713933,.43738291,.1249143,.68918473,.74444121,.66218495,.65373743,,,,33439.723
2000,White,Florida,3rd Generation,.064337961,.58690029,.26994759,.82986671,.82034719,.64201397,.4541125,,,,43743.426
2000,Hispanic,Florida,3rd Generation,.164092,.71713382,.31768715,.8495689,.8665303,.63803893,.53828865,,,,44111.973
2000,White,Texas,3rd Generation,.049478341,.66366762,.35400578,.85613984,.83451462,.67291141,.47940695,,,,49803.84
2000,Hispanic,Texas,3rd Generation,.19687909,.4261274,.13162786,.74600214,.77159035,.62179548,.6892634,,,,32159.053
2000,White,California,3rd Generation,.040096242,.71265614,.35660484,.88772339,.80804437,.62054867,.478414,,,,54115.43
2000,Hispanic,California,3rd Generation,.13323066,.45031068,.091542304,.85809481,.76193213,.60912126,.63898659,,,,39985.371
2000,White,New York,All,.049968727,.63603908,.36928344,.89940268,.81758291,.65596497,.49077639,.11233508,.099806771,.78785813,50152.469
2000,Hispanic,New York,All,.30575353,.32507262,.13060658,.63532346,.70378917,.55773705,.63344818,.56849068,.3732298,.058279492,28435.148
2000,White,New Jersey,All,.032738119,.63740575,.37184727,.89400208,.83019352,.66984177,.49526912,.080870666,.085102722,.83402663,56581.434
2000,Hispanic,New Jersey,All,.18462035,.29273424,.12222105,.67917317,.79638904,.60161459,.62866145,.53384042,.39625448,.06990514,33187.855
2000,White,Illinois,All,.050673697,.62585622,.33450469,.90543836,.85457295,.69111347,.51656789,.050109629,.057364337,.89252603,50515.324
2000,Hispanic,Illinois,All,.43662587,.24193135,.11642799,.73416048,.7572732,.76199085,.80049747,.67675352,.16949603,.15375046,34151.207
2000,White,Florida,All,.064440913,.59107876,.27322477,.82453519,.81641042,.64472061,.45720756,.066762723,.052551113,.88068616,43683.66
2000,Hispanic,Florida,All,.19916017,.46244663,.25469291,.68293697,.78618783,.68067402,.65404308,.65978473,.28524378,.054971471,29654.631
2000,White,Texas,All,.0493985,.67195499,.36560184,.85732579,.83516526,.67362541,.48288929,.025509305,.02833277,.94615793,49803.84
2000,Hispanic,Texas,All,.37094271,.31884876,.10540294,.62214476,.76948392,.67810595,.71846789,.39842272,.16431676,.43726054,28459.338
2000,White,California,All,.04320322,.71542853,.36979166,.88045043,.81100315,.61410195,.47616613,.093254678,.077584565,.82916075,54172.352
2000,Hispanic,California,All,.42287403,.28187767,.076152176,.64637655,.72963768,.67118561,.71855646,.66515082,.15556584,.17928332,28459.338
2001,White,New York,1st Generation,.10964565,.56493908,.36459994,.75451708,.75617081,.76061755,.50140101,,,,44371.414
2001,Hispanic,New York,1st Generation,.40259728,.26086187,.11504,.54488212,.72640336,.63344276,.66057372,,,,25764.047
2001,White,New Jersey,1st Generation,.074935906,.58723617,.34570953,.82643533,.7443608,.76280487,.49039397,,,,48617.254
2001,Hispanic,New Jersey,1st Generation,.29851255,.26629084,.11945529,.64029586,.76988429,.62414289,.7464847,,,,28626.719
2001,White,Illinois,1st Generation,.11617805,.55486244,.39430663,.8903442,.82326871,.79294628,.46909767,,,,47355.199
2001,Hispanic,Illinois,1st Generation,.49399146,.17516439,.078278556,.62645113,.79810536,.76579899,.75817657,,,,33030.828
2001,White,Florida,1st Generation,.057880007,.63112652,.34522653,.81811488,.76609302,.70982248,.55428529,,,,37159.684
2001,Hispanic,Florida,1st Generation,.27550161,.37274632,.17634256,.59936374,.80263776,.64848119,.56967664,,,,25048.379
2001,White,Texas,1st Generation,.06960915,.82544845,.57331258,.87614232,.61705673,.75450552,.51529849,,,,70734.148
2001,Hispanic,Texas,1st Generation,.59053856,.18195671,.089941718,.53871495,.76735276,.81187636,.79270989,,,,27525.691
2001,White,California,1st Generation,.059024241,.74022728,.53425491,.83634633,.75497681,.61794692,.44737101,,,,54787.137
2001,Hispanic,California,1st Generation,.56410897,.1944932,.059913889,.5824573,.71091461,.70695353,.75520825,,,,24773.123
2001,White,New York,2nd Generation,.017433925,.67161196,.40051913,.88170153,.81284934,.66766697,.45320144,,,,57179.121
2001,Hispanic,New York,2nd Generation,.22868431,.38346303,.16852592,.78381795,.61449695,.4289647,.56819123,,,,35783.398
2001,White,New Jersey,2nd Generation,.037004322,.68712127,.40095153,.88299608,.79806942,.72820485,.602229,,,,51473.043
2001,Hispanic,New Jersey,2nd Generation,.27408081,.31282699,.13019063,.88423961,.82677585,.52821678,.69107902,,,,35783.398
2001,White,Illinois,2nd Generation,.039007295,.73177612,.44080639,.8773995,.8604371,.66012603,.48520234,,,,47223.078
2001,Hispanic,Illinois,2nd Generation,.08482033,.51502466,.086553544,.8524462,.726803,.61093998,.64939165,,,,35264.539
2001,White,Florida,2nd Generation,.065400183,.72033161,.34392318,.92036432,.8320384,.71785724,.47545356,,,,49615.059
2001,Hispanic,Florida,2nd Generation,.12195285,.61848807,.25860173,.81943715,.85755259,.59039682,.57984996,,,,38535.969
2001,White,Texas,2nd Generation,.069158792,.75500047,.35827699,.93080759,.82655561,.65084952,.61842287,,,,56430.422
2001,Hispanic,Texas,2nd Generation,.26864961,.46434683,.14135861,.71469045,.81768739,.68912297,.69170916,,,,33965.328
2001,White,California,2nd Generation,.010880323,.80181676,.42248207,.9206323,.85943222,.58080155,.41529146,,,,57838.359
2001,Hispanic,California,2nd Generation,.21409103,.43122885,.14110224,.76165301,.73110968,.50656831,.6057387,,,,35784.777
2001,White,New York,3rd Generation,.037320752,.64869201,.3698191,.90860176,.80005682,.65747821,.49339336,,,,52353.867
2001,Hispanic,New York,3rd Generation,.059330411,.48386312,.30457717,.89229888,.70783198,.51683795,.53771877,,,,41288.539
2001,White,New Jersey,3rd Generation,.037191976,.64726251,.37719959,.91470391,.83294302,.69823164,.5248884,,,,57724.129
2001,Hispanic,New Jersey,3rd Generation,.3003599,.41184977,.32050577,.91466898,.7340017,.78016537,.48266295,,,,64674.363
2001,White,Illinois,3rd Generation,.052392572,.62791669,.30590859,.90331995,.83759665,.67475164,.50953984,,,,49546.246
2001,Hispanic,Illinois,3rd Generation,.13391106,.31223598,.10097318,.75440991,.81050491,.4657926,.44104344,,,,28626.719
2001,White,Florida,3rd Generation,.051867936,.62152457,.30721211,.85730654,.80922014,.64331609,.43292981,,,,44041.105
2001,Hispanic,Florida,3rd Generation,.15040138,.59324169,.26330236,.86669874,.85213584,.53958267,.52953613,,,,43380.488
2001,White,Texas,3rd Generation,.054129481,.6682961,.35026321,.86911792,.82404375,.69271266,.47293627,,,,51303.762
2001,Hispanic,Texas,3rd Generation,.23321091,.42419988,.1192354,.79067624,.78883439,.66477919,.67337352,,,,29303.852
2001,White,California,3rd Generation,.032777179,.74259484,.3868027,.9080652,.81431997,.60842216,.49605221,,,,55169.742
2001,Hispanic,California,3rd Generation,.098470382,.4466545,.1120671,.84282392,.81967366,.58013201,.66452962,,,,41288.539
2001,White,New York,All,.043775707,.64120603,.3723183,.88783187,.79621351,.67058891,.49025905,.11710758,.1013153,.78157711,52508.008
2001,Hispanic,New York,All,.31041723,.32441673,.1497049,.66218573,.68230522,.54664767,.61608207,.5432061,.38158062,.075213253,30278.262
2001,White,New Jersey,All,.040548351,.64523542,.37637398,.90416431,.82211053,.70650911,.52827913,.089340955,.083688006,.82697105,55739.527
2001,Hispanic,New Jersey,All,.28957516,.29344723,.13710316,.74943626,.78854924,.59916401,.70799977,.56107867,.37095037,.067970954,33083.129
2001,White,Illinois,All,.055907637,.62879127,.31927398,.90101933,.83790493,.68182838,.50549418,.066723563,.055354223,.87792224,49122.348
2001,Hispanic,Illinois,All,.37799919,.25357583,.082330287,.68266642,.78621024,.70377725,.7028324,.70323938,.18607543,.11068519,33718.973
2001,White,Florida,All,.05300175,.62700903,.31205636,.85711426,.80679226,.652282,.44484085,.081474565,.047588784,.87093663,43321.309
2001,Hispanic,Florida,All,.22334419,.45796928,.20600429,.68171144,.82170159,.62344009,.56895518,.64434004,.26940838,.086251609,29053.367
2001,White,Texas,All,.055070248,.67583692,.3574557,.87121898,.81767279,.69336015,.47869498,.03114992,.030512074,.93833798,51763.441
2001,Hispanic,Texas,All,.39930061,.32164836,.10953743,.66557872,.78369975,.73467863,.72985989,.44928518,.15654345,.39417139,28626.719
2001,White,California,All,.033355094,.74706429,.40258351,.90275288,.81266618,.6070779,.48539379,.087911308,.078983843,.83310485,55250.945
2001,Hispanic,California,All,.41365725,.28415382,.084047794,.66371828,.73537755,.6477536,.71180564,.6338203,.17346093,.19271876,28626.719
2002,White,New York,1st Generation,.091234274,.59587896,.3927229,.75495595,.74701422,.7881338,.60640788,,,,49532.488
2002,Hispanic,New York,1st Generation,.34257862,.32028231,.1667117,.50762576,.71650404,.63099372,.63472503,,,,24407.469
2002,White,New Jersey,1st Generation,.093873039,.62742418,.44127056,.76093847,.71263909,.8353492,.64445746,,,,46889.863
2002,Hispanic,New Jersey,1st Generation,.22410369,.36937314,.14187153,.58385164,.78005821,.66692513,.71272457,,,,29451.75
2002,White,Illinois,1st Generation,.089640088,.57062441,.40794498,.73213774,.77279699,.74543142,.56159014,,,,40149.43
2002,Hispanic,Illinois,1st Generation,.42141551,.28141874,.094092116,.63661849,.78163075,.72974056,.71729666,,,,32129.182
2002,White,Florida,1st Generation,.041685764,.66607982,.42037231,.77839267,.81113476,.74805433,.51496476,,,,46879.152
2002,Hispanic,Florida,1st Generation,.30441314,.365798,.1971855,.53983754,.76397789,.65012258,.59573692,,,,26774.318
2002,White,Texas,1st Generation,.065543644,.75821424,.58211523,.84480751,.75980628,.73869461,.56503767,,,,59840.602
2002,Hispanic,Texas,1st Generation,.60753107,.18247686,.094729327,.40304244,.70911527,.7795043,.78918678,,,,24086.176
2002,White,California,1st Generation,.039875448,.72861344,.50590312,.82785338,.7375719,.75088948,.5934096,,,,53622.266
2002,Hispanic,California,1st Generation,.55755436,.18690771,.062389921,.54104936,.70410794,.68691015,.74600035,,,,26774.318
2002,White,New York,2nd Generation,.021005396,.73192,.45358729,.92012507,.76955634,.68683892,.55007994,,,,52223.305
2002,Hispanic,New York,2nd Generation,.20155716,.38899237,.1936786,.81706649,.68121588,.44560874,.51723045,,,,37805.336
2002,White,New Jersey,2nd Generation,.038683489,.7153067,.44833308,.88090044,.82156432,.67752123,.52381289,,,,53950.25
2002,Hispanic,New Jersey,2nd Generation,.21284099,.40841901,.091270402,.7991274,.69525528,.54299122,.63918465,,,,38822.762
2002,White,Illinois,2nd Generation,.039864145,.73175907,.44223043,.8882609,.79778701,.71280783,.61307484,,,,56110.938
2002,Hispanic,Illinois,2nd Generation,.14375424,.53242177,.10760791,.80199212,.82093352,.47151133,.58353209,,,,42946.004
2002,White,Florida,2nd Generation,.028906021,.73975915,.38264742,.84710175,.8355937,.66748267,.54927939,,,,45516.34
2002,Hispanic,Florida,2nd Generation,.15567675,.59859645,.27982861,.7290526,.82221657,.60509646,.57777804,,,,33469.234
2002,White,Texas,2nd Generation,.036788937,.73090833,.52651078,.87434787,.86214709,.64674002,.51870108,,,,42881.746
2002,Hispanic,Texas,2nd Generation,.20116141,.44984582,.15011019,.66337204,.79491997,.61891085,.69622445,,,,32129.182
2002,White,California,2nd Generation,.021749314,.77311546,.42234913,.89908415,.85005242,.620031,.48298106,,,,68328.055
2002,Hispanic,California,2nd Generation,.15246944,.4756062,.1621127,.73195839,.77035815,.56881428,.6177904,,,,40161.477
2002,White,New York,3rd Generation,.047044661,.62664956,.33920553,.89945084,.79609978,.68745428,.59566551,,,,50001.039
2002,Hispanic,New York,3rd Generation,.13497528,.55121219,.39361084,.82553518,.78093338,.49050805,.64158988,,,,42838.906
2002,White,New Jersey,3rd Generation,.02913304,.61390138,.3735829,.91661435,.80832475,.74641156,.65337789,,,,56035.969
2002,Hispanic,New Jersey,3rd Generation,.22227047,.49322546,.49322546,.93808758,.71274012,.65773237,.39478317,,,,75740.531
2002,White,Illinois,3rd Generation,.037664495,.63200986,.33820298,.89387798,.82778221,.72345167,.58471382,,,,47859.094
2002,Hispanic,Illinois,3rd Generation,.20080781,.17584139,.12184653,.76455605,.7572149,.74954683,.60606581,,,,49532.488
2002,White,Florida,3rd Generation,.066934913,.62378728,.31676701,.85380691,.8004328,.66321963,.53502595,,,,45516.34
2002,Hispanic,Florida,3rd Generation,.18850368,.44331273,.22590487,.6753543,.88902861,.5492506,.55969399,,,,29557.508
2002,White,Texas,3rd Generation,.044298407,.69710279,.38873726,.87174159,.82093233,.74255264,.59637886,,,,53657.07
2002,Hispanic,Texas,3rd Generation,.25369221,.38022685,.13210484,.70431435,.77605677,.6503247,.62151855,,,,33414.348
2002,White,California,3rd Generation,.034317102,.74403268,.38684684,.89774418,.81701005,.63569587,.54703295,,,,54659.77
2002,Hispanic,California,3rd Generation,.12076138,.5126667,.14817852,.83070099,.77705431,.56824934,.61731362,,,,42275.309
2002,White,New York,All,.050122671,.63270319,.3566595,.8833214,.78746301,.69998997,.59272105,.12508561,.094068468,.78084594,50228.621
2002,Hispanic,New York,All,.2828193,.35691151,.18897578,.63078737,.70828718,.56010079,.59534562,.60357064,.33854175,.05788764,29462.459
2002,White,New Jersey,All,.036449675,.62356168,.38653058,.89797771,.79974848,.74975425,.64187866,.10094818,.081802398,.81724942,54224.688
2002,Hispanic,New Jersey,All,.22044063,.38912621,.14700194,.67303032,.7492643,.62727624,.67043769,.62449884,.31546658,.060034547,33467.898
2002,White,Illinois,All,.041334201,.63363677,.34901401,.88252991,.82228857,.72432941,.58478999,.068139531,.058242809,.87361765,47591.348
2002,Hispanic,Illinois,All,.32842049,.33332005,.10041332,.69164151,.78892612,.66697925,.67197365,.64340794,.25113365,.10545839,34806.613
2002,White,Florida,All,.062916473,.63347059,.32816344,.8478412,.80321151,.66974533,.53434473,.074084401,.056479976,.86943561,45516.34
2002,Hispanic,Florida,All,.25841105,.43150759,.22058508,.59763628,.78681427,.63221323,.58884746,.67734951,.26209724,.060553264,28113.033
2002,White,Texas,All,.044854693,.70036268,.39997542,.87082922,.81991923,.73954058,.59289944,.036772501,.029956155,.93327135,53582.102
2002,Hispanic,Texas,All,.39898407,.30528274,.11869319,.56729728,.74995619,.70146686,.70583987,.43368149,.15536566,.41095284,26774.318
2002,White,California,All,.033767167,.74506563,.40103295,.89130658,.81237906,.64515954,.54592216,.093743145,.085217327,.8210395,55824.453
