,% Employed,% Married,% less than High School diploma,% with Children,% with College Degree,% with Health Insurance,Median Individual Real Income,igen,scol,state,wbhao,wbhao_igen,year
999,0.81149852,0.73047459,0.13287775,0.5196867000000001,0.45471689,0.85939926,40701.344,3rd Generation,0.59571874,New Jersey,Hispanic,Hispanic 3rd Generation,2014
997,0.49437675,0.31666955,0.16210632,0.53590268,0.35420871,0.94510299,37648.742,3rd Generation,0.62385684,New York,Hispanic,Hispanic 3rd Generation,2014
1005,0.78822643,0.52452523,0.16337492,0.63084078,0.13794841,0.70004499,30527.025,3rd Generation,0.44868064,Texas,Hispanic,Hispanic 3rd Generation,2014
169,0.73375475,0.57864636,0.28085244,0.62655175,0.165732,0.66526955,29593.947,All,0.39128953,National,Hispanic,Hispanic All,2014
1019,0.72258931,0.57856923,0.31287619,0.63168472,0.14609048,0.69276303,30526.007999999998,All,0.38352695,California,Hispanic,Hispanic All,2014
1015,0.74632972,0.55773181,0.12650165,0.56145549,0.32088223,0.64462906,35463.082,All,0.53535134,Florida,Hispanic,Hispanic All,2014
1013,0.7694574000000001,0.65429312,0.31112218,0.65253174,0.16989279,0.70971066,30529.061,All,0.3373723,Illinois,Hispanic,Hispanic All,2014
1011,0.74196476,0.56870651,0.1635682,0.65154845,0.19680461,0.69407916,32561.076,All,0.44408473,New Jersey,Hispanic,Hispanic All,2014
1009,0.67286313,0.41882309,0.27060512,0.62105447,0.19775344,0.78869569,30526.007999999998,All,0.41935742,New York,Hispanic,Hispanic All,2014
1017,0.75890028,0.6268543000000001,0.31469786,0.64003271,0.12145783,0.60680068,28490.941000000003,All,0.36681354,Texas,Hispanic,Hispanic All,2014
168,0.78630662,0.61706793,0.044338819,0.47952875,0.39157146,0.85720712,45789.012,All,0.68251646,National,White,White All,2014
1018,0.75407481,0.58761919,0.028355666,0.44351949999999996,0.47783238,0.84779179,50878.715,All,0.76316899,California,White,White All,2014
1014,0.77111983,0.58918989,0.0426374,0.41331092,0.36298037,0.78946167,42677.395,All,0.6719196999999999,Florida,White,White All,2014
1012,0.79503036,0.62116843,0.033557381000000004,0.47715819,0.43442518,0.89108783,46070.867,All,0.7153883000000001,Illinois,White,White All,2014
1010,0.76579088,0.62343174,0.029129526,0.46301791,0.44535074,0.88209331,50876.68,All,0.70450413,New Jersey,White,White All,2014
1008,0.75309485,0.57248229,0.027712075,0.43888378,0.49287397,0.91334623,50876.68,All,0.71985555,New York,White,White All,2014
1016,0.8138811,0.63288939,0.04294651,0.49994016,0.41618156,0.81811267,50367.914000000004,All,0.7112093,Texas,White,White All,2014
171,0.72777247,0.66546071,0.41845357,0.66414088,0.12277925,0.63208109,26029.902000000002,1st Generation,0.2593233,National,Hispanic,Hispanic 1st Generation,2015
1031,0.71024197,0.67887396,0.45397922,0.67130262,0.088353939,0.7351436,26029.902000000002,1st Generation,0.23538676,California,Hispanic,Hispanic 1st Generation,2015
1027,0.73944831,0.59821641,0.22101127,0.575234,0.27688468,0.70112151,30034.502,1st Generation,0.4553197,Florida,Hispanic,Hispanic 1st Generation,2015
1025,0.69131613,0.66954345,0.33751968,0.67700487,0.084422968,0.6219901999999999,23527.027000000002,1st Generation,0.25094518,Illinois,Hispanic,Hispanic 1st Generation,2015
1023,0.7267924,0.51149666,0.38490114,0.5860396,0.12491281,0.56371117,24027.602000000003,1st Generation,0.26909006,New Jersey,Hispanic,Hispanic 1st Generation,2015
1021,0.78153121,0.52006668,0.37712067,0.60952485,0.14719859,0.72757959,22906.314,1st Generation,0.31252021,New York,Hispanic,Hispanic 1st Generation,2015
1029,0.71107173,0.74102813,0.52706724,0.67443609,0.10360533,0.50453275,27031.053,1st Generation,0.21198741,Texas,Hispanic,Hispanic 1st Generation,2015
173,0.77916497,0.50079215,0.09979777,0.57364947,0.22273786,0.83553362,35041.254,2nd Generation,0.55888975,National,Hispanic,Hispanic 2nd Generation,2015
1043,0.78364116,0.49878219,0.08423925199999999,0.59946454,0.18819344,0.88762945,35040.254,2nd Generation,0.53335708,California,Hispanic,Hispanic 2nd Generation,2015
1039,0.8095060000000001,0.47487664,0.056736257000000005,0.50258112,0.25826839,0.78840148,39437.305,2nd Generation,0.63714916,Florida,Hispanic,Hispanic 2nd Generation,2015
1037,0.74311781,0.45363081,0.099991612,0.62011313,0.30214414,0.78542864,38043.703,2nd Generation,0.63060254,Illinois,Hispanic,Hispanic 2nd Generation,2015
1035,0.70702547,0.45307267,0.073320493,0.50253201,0.2708447,0.89692819,39044.852,2nd Generation,0.60235214,New Jersey,Hispanic,Hispanic 2nd Generation,2015
1033,0.71511811,0.32490432,0.14384942,0.5089491,0.23927724,0.90174699,33438.414,2nd Generation,0.52078497,New York,Hispanic,Hispanic 2nd Generation,2015
1041,0.76441151,0.59782839,0.08869449,0.53288066,0.23699532,0.73061925,35040.254,2nd Generation,0.56460214,Texas,Hispanic,Hispanic 2nd Generation,2015
175,0.72245055,0.4934049,0.12189399,0.54438341,0.20946576,0.82879663,36041.402,3rd Generation,0.54473859,National,Hispanic,Hispanic 3rd Generation,2015
1055,0.72460407,0.50369757,0.09620583099999999,0.54164779,0.20191081,0.84224749,39860.789,3rd Generation,0.541646,California,Hispanic,Hispanic 3rd Generation,2015
1051,0.69075757,0.55955154,0.044314567,0.61012948,0.34378821,0.82567096,50057.504,3rd Generation,0.6594916000000001,Florida,Hispanic,Hispanic 3rd Generation,2015
1049,0.60867208,0.45106918,0.15109099,0.65129483,0.14504901,0.97273463,30037.506,3rd Generation,0.45366126,Illinois,Hispanic,Hispanic 3rd Generation,2015
1047,0.90369898,0.57635242,0.2128824,0.57107937,0.44655576,1.0,34559.699,3rd Generation,0.70929593,New Jersey,Hispanic,Hispanic 3rd Generation,2015
1045,0.50042933,0.28352743,0.22063832,0.53304166,0.34750345,0.85838252,45133.848,3rd Generation,0.60150456,New York,Hispanic,Hispanic 3rd Generation,2015
1053,0.75177854,0.53069961,0.16154649999999998,0.52766752,0.16944905,0.78322345,36041.402,3rd Generation,0.49357226,Texas,Hispanic,Hispanic 3rd Generation,2015
177,0.73921603,0.58946967,0.27896827,0.61713946,0.16521563,0.72267115,30034.502,All,0.39182952,National,Hispanic,Hispanic All,2015
1067,0.7319864,0.59874517,0.28982845,0.62790114,0.13592206,0.79510218,30034.502,All,0.37110588,California,Hispanic,Hispanic All,2015
1063,0.75850928,0.55528951,0.15440693,0.55429196,0.27588445,0.73881882,33037.953,All,0.52968866,Florida,Hispanic,Hispanic All,2015
1061,0.69153672,0.58626795,0.25379524,0.65972275,0.14503565,0.71214539,28535.781000000003,All,0.37083066,Illinois,Hispanic,Hispanic All,2015
1059,0.73815602,0.50096029,0.27881753,0.56060803,0.19782229,0.70146912,30035.504,All,0.4072383,New Jersey,Hispanic,Hispanic All,2015
1057,0.72119945,0.42343825,0.27889815,0.56594229,0.20492589,0.80282682,30036.506,All,0.42063904,New York,Hispanic,Hispanic All,2015
1065,0.73411655,0.64860916,0.32830885,0.60156578,0.150364,0.63430589,30034.502,All,0.36810490000000007,Texas,Hispanic,Hispanic All,2015
176,0.79288381,0.62114215,0.042115047999999995,0.48397765,0.40499207,0.88951898,45152.871,All,0.68776846,National,White,White All,2015
1066,0.77534556,0.60430443,0.028752951000000002,0.43973401,0.45327115,0.90494049,50069.52,All,0.74611878,California,White,White All,2015
1062,0.76677257,0.60394084,0.047060415,0.43508133,0.36545467,0.82381237,42048.305,All,0.65872669,Florida,White,White All,2015
1060,0.81317121,0.61646473,0.031920139,0.48160025,0.45182642,0.90731376,50057.504,All,0.73713827,Illinois,White,White All,2015
1058,0.79846656,0.63605905,0.016017068,0.50085348,0.46821213,0.88414675,50057.504,All,0.69848573,New Jersey,White,White All,2015
1056,0.79478508,0.58499312,0.025348039,0.46523368,0.51082671,0.92604446,50059.508,All,0.7382887,New York,White,White All,2015
1064,0.77522445,0.62566465,0.036025338,0.46822876,0.42211631,0.85359222,50074.523,All,0.72607911,Texas,White,White All,2015
179,0.74524349,0.65603745,0.38422501,0.66978914,0.11925089,0.68966699,28000.0,1st Generation,0.25962344,National,Hispanic,Hispanic 1st Generation,2016
1079,0.70507449,0.68765998,0.45562059,0.68442976,0.06870245900000001,0.7742095,25000.0,1st Generation,0.21909104,California,Hispanic,Hispanic 1st Generation,2016
1075,0.76644683,0.64430422,0.17062862,0.61428857,0.24388076,0.70457858,30000.0,1st Generation,0.41845101,Florida,Hispanic,Hispanic 1st Generation,2016
1073,0.71550727,0.67865348,0.41863090000000003,0.72604698,0.057356252999999996,0.7428,28022.0,1st Generation,0.20017855,Illinois,Hispanic,Hispanic 1st Generation,2016
1071,0.79574984,0.54057217,0.24390237,0.6717357,0.15373769,0.75566316,28600.0,1st Generation,0.33528861,New Jersey,Hispanic,Hispanic 1st Generation,2016
1069,0.78722417,0.58203411,0.27717203,0.62192512,0.18006846,0.87588555,30152.0,1st Generation,0.37745824,New York,Hispanic,Hispanic 1st Generation,2016
1077,0.74818665,0.65787166,0.4606255,0.65371007,0.09982843699999999,0.53525674,27001.0,1st Generation,0.21087138,Texas,Hispanic,Hispanic 1st Generation,2016
181,0.77115005,0.46931276,0.099654146,0.55013299,0.24037139,0.87086111,36000.0,2nd Generation,0.55723333,National,Hispanic,Hispanic 2nd Generation,2016
1091,0.76519424,0.46960741,0.080949239,0.57405633,0.20233156,0.91854858,37390.0,2nd Generation,0.53614074,California,Hispanic,Hispanic 2nd Generation,2016
1087,0.76542723,0.55060118,0.06701766,0.41472259,0.31718081,0.90820199,38200.0,2nd Generation,0.69027549,Florida,Hispanic,Hispanic 2nd Generation,2016
1085,0.79364848,0.51164037,0.10942946,0.66558069,0.14610517,0.82911658,33000.0,2nd Generation,0.51035619,Illinois,Hispanic,Hispanic 2nd Generation,2016
1083,0.80703992,0.44956416,0.10429589,0.48479279999999997,0.25219232,0.83430177,41277.0,2nd Generation,0.55421138,New Jersey,Hispanic,Hispanic 2nd Generation,2016
1081,0.7168445,0.31925732,0.11733894,0.46967837,0.2985616,0.93275839,45003.0,2nd Generation,0.55874556,New York,Hispanic,Hispanic 2nd Generation,2016
1089,0.80725336,0.55327225,0.077068642,0.55771691,0.23735823,0.76892489,35001.0,2nd Generation,0.5613299,Texas,Hispanic,Hispanic 2nd Generation,2016
183,0.75040901,0.48568007,0.099721491,0.54646033,0.23292561,0.85184729,35320.0,3rd Generation,0.56116802,National,Hispanic,Hispanic 3rd Generation,2016
1103,0.70875621,0.4853884,0.10285068,0.54991728,0.18570064,0.90238595,34001.0,3rd Generation,0.53375548,California,Hispanic,Hispanic 3rd Generation,2016
1099,0.70867902,0.34115514,0.02865579,0.4005253,0.38183102,0.69001931,40000.0,3rd Generation,0.62472594,Florida,Hispanic,Hispanic 3rd Generation,2016
1097,0.81617785,0.37345174,0.052442413,0.51116037,0.36247566,0.91164017,40000.0,3rd Generation,0.61395842,Illinois,Hispanic,Hispanic 3rd Generation,2016
1095,0.7314890000000001,0.35792392,0.13512436,0.58758587,0.22414604,0.95263654,62000.0,3rd Generation,0.50789905,New Jersey,Hispanic,Hispanic 3rd Generation,2016
1093,0.71979767,0.3302317,0.0,0.37310249,0.48074692,0.94040936,38000.0,3rd Generation,0.77071673,New York,Hispanic,Hispanic 3rd Generation,2016
1101,0.77577829,0.50838792,0.14451841,0.53778493,0.17034428,0.75279069,35000.0,3rd Generation,0.5154742,Texas,Hispanic,Hispanic 3rd Generation,2016
1,0.75300068,0.57181078,0.25057122,0.61280328,0.17455967,0.77073294,30042.0,All,0.40025312,National,Hispanic,Hispanic All,2016
11,0.7226333,0.58717388,0.28194347,0.62730765,0.12892756,0.83961231,30000.0,All,0.36920351,California,Hispanic,Hispanic All,2016
7,0.76026791,0.58469772,0.1243384,0.53118914,0.28043753,0.76574445,32000.0,All,0.52302027,Florida,Hispanic,Hispanic All,2016
5,0.75621611,0.57431322,0.26373878,0.6681756999999999,0.14031765,0.79886323,30000.0,All,0.36449862,Illinois,Hispanic,Hispanic All,2016
3,0.79273003,0.49357638,0.1892627,0.60483229,0.19162925,0.80025762,35000.0,All,0.42117816,New Jersey,Hispanic,Hispanic All,2016
1,0.75200695,0.45053712,0.18209915,0.53321356,0.26213482,0.90556544,35025.0,All,0.49489117,New York,Hispanic,Hispanic All,2016
9,0.7683260999999999,0.59075528,0.28704441,0.59876102,0.14868119,0.64880574,30795.0,All,0.37440404,Texas,Hispanic,Hispanic All,2016
0,0.80302113,0.6142469,0.041467354,0.47484681,0.41648191,0.90033573,47584.0,All,0.70117199,National,White,White All,2016
10,0.78761512,0.58189195,0.021708535,0.42684636,0.48089191,0.92339993,55300.0,All,0.77861017,California,White,White All,2016
6,0.77928746,0.57988191,0.027765627999999997,0.38812089,0.35933375,0.84365046,45000.0,All,0.67663616,Florida,White,White All,2016
4,0.85296243,0.58749318,0.025770256000000002,0.46592706,0.46886384,0.91906089,50105.0,All,0.75572157,Illinois,White,White All,2016
2,0.80821764,0.68889272,0.014414853,0.52681988,0.48719653,0.92699832,58000.0,All,0.70776159,New Jersey,White,White All,2016
0,0.81125414,0.55836356,0.028979513999999998,0.43741402,0.52403951,0.92332786,55001.0,All,0.75950366,New York,White,White All,2016
8,0.79321951,0.66253847,0.031344064,0.48539847,0.46401426,0.85272074,50032.0,All,0.76389503,Texas,White,White All,2016
