year,wbhao,state,igen,lths,college,hinsured,employed,married2,children,gen1,gen2,gen3,rincp_all
1998,White,California,3rd Generation,.034642823,.3410469,.85232657,.81410789,.62479681,.47489452,,,,44187.816
1998,Hispanic,California,3rd Generation,.13370492,.1407738,.8408618,.77289641,.5761683,.62142509,,,,32698.984
1998,White,New York,All,.053421196,.3488203,.85923254,.82184488,.66709602,.51486826,.10420579,.11655307,.77924114,41241.961
1998,Hispanic,New York,All,.30083501,.14626877,.60544789,.67641509,.55139107,.67300618,.59415841,.35087508,.054966498,20659.277
1998,White,New Jersey,All,.038699932,.3977108,.87267542,.83037257,.71443862,.5085277,.075821891,.10388745,.82029068,48459.305
1998,Hispanic,New Jersey,All,.20602258,.17590506,.64018774,.7899422,.5795964,.63341504,.50289643,.43692112,.060182415,28340.594
1998,White,Illinois,All,.041954305,.32781282,.90017754,.84413713,.67584771,.54089969,.055835493,.044419724,.89974481,42567.598
1998,Hispanic,Illinois,All,.41323996,.12757337,.65358877,.72835016,.72493017,.70614058,.63611591,.28968307,.074201033,25039.764
1998,White,Florida,All,.064566217,.2878246,.81547308,.8053441,.63206315,.44779974,.060416795,.069290824,.87029237,36823.18
1998,Hispanic,Florida,All,.20225908,.23341441,.69708264,.7899555,.7362709,.60097373,.67734838,.26741087,.05524075,25039.764
1998,White,Texas,All,.058811601,.3312,.83519876,.83604062,.71781737,.51740211,.023369797,.028773697,.94785649,38779.227
1998,Hispanic,Texas,All,.379217,.10890241,.61729097,.74893671,.69953293,.70852762,.37585703,.17281978,.45132318,22093.908
1998,White,California,All,.039646603,.35887435,.84824753,.81416327,.62616503,.4679822,.085541204,.083283626,.83117515,44187.816
1998,Hispanic,California,All,.44848388,.086535461,.60501111,.74874097,.65306485,.72029936,.6550073,.14391962,.20107307,21246.975
1999,White,New York,1st Generation,.12782834,.33265686,.74604946,.74477875,.6633901,.49261549,,,,33570.199
1999,Hispanic,New York,1st Generation,.35707283,.12870336,.54410589,.66294664,.60893255,.72992778,,,,19299.232
1999,White,New Jersey,1st Generation,.12163577,.38668099,.6849969,.72628564,.81859821,.61742687,,,,32022.482
1999,Hispanic,New Jersey,1st Generation,.18999317,.16025406,.68431044,.80694669,.68746006,.64094996,,,,26449.248
1999,White,Illinois,1st Generation,.12014639,.45463803,.79068726,.86290288,.7339347,.43480045,,,,36404.047
1999,Hispanic,Illinois,1st Generation,.50613451,.10198331,.62193,.77576727,.83476669,.81381857,,,,21916.545
1999,White,Florida,1st Generation,.091651365,.37731281,.82876939,.80868393,.75430691,.4095715,,,,36331.387
1999,Hispanic,Florida,1st Generation,.21577765,.25591448,.62935418,.77521753,.7056703,.60940295,,,,23252.086
1999,White,Texas,1st Generation,.11677971,.59230042,.8323431,.81117886,.75533348,.49004439,,,,36513.043
1999,Hispanic,Texas,1st Generation,.58589756,.088535495,.4306215,.73356676,.72180426,.70146662,,,,18136.627
1999,White,California,1st Generation,.055172525,.47533023,.81198394,.80001605,.61911798,.48900932,,,,36510.137
1999,Hispanic,California,1st Generation,.5689432,.063440919,.49254084,.73400205,.70906872,.76238698,,,,18892.32
1999,White,New York,2nd Generation,.028197544,.43719667,.87502009,.7870146,.68666226,.44877627,,,,47602.836
1999,Hispanic,New York,2nd Generation,.28201839,.15461101,.76889306,.59130269,.51601118,.59118313,,,,26158.598
1999,White,New Jersey,2nd Generation,.026714217,.43102401,.79250592,.85159028,.60553259,.49231818,,,,59387.281
1999,Hispanic,New Jersey,2nd Generation,.19926223,.13682592,.72075719,.68557519,.49814323,.55172056,,,,24722.781
1999,White,Illinois,2nd Generation,.04307583,.37804499,.87109667,.88292521,.68310738,.54018992,,,,43597.664
1999,Hispanic,Illinois,2nd Generation,.21667795,.1329779,.84403521,.82505262,.50485361,.60648656,,,,30227.713
1999,White,Florida,2nd Generation,.03010164,.19954215,.81336749,.78032005,.584243,.38024703,,,,37271.641
1999,Hispanic,Florida,2nd Generation,.15119992,.23971096,.79989153,.78238219,.65057164,.51475561,,,,34006.176
1999,White,Texas,2nd Generation,.035979271,.47421497,.88087738,.8991037,.69569886,.53693289,,,,53612.047
1999,Hispanic,Texas,2nd Generation,.28598917,.12680165,.61828732,.75782102,.70390326,.76166439,,,,26646.891
1999,White,California,2nd Generation,.03841776,.43025035,.87558633,.82143182,.5031473,.41980311,,,,48320.742
1999,Hispanic,California,2nd Generation,.16914563,.17174016,.77273417,.79657823,.5317117,.5693844,,,,32029.75
1999,White,New York,3rd Generation,.051567584,.33748573,.87041432,.82284397,.65108091,.5201593,,,,43597.664
1999,Hispanic,New York,3rd Generation,.064994812,.22012608,.65636766,.6844722,.48575589,.62614733,,,,29065.109
1999,White,New Jersey,3rd Generation,.031083221,.39628637,.89064223,.85078388,.67788929,.4894917,,,,50863.941
1999,Hispanic,New Jersey,3rd Generation,.15244822,.073137991,.79988909,.61917657,.65197885,.53974569,,,,20345.576
1999,White,Illinois,3rd Generation,.030327454,.33091548,.89110243,.86945224,.68156594,.54690641,,,,44178.965
1999,Hispanic,Illinois,3rd Generation,.29849887,.098510519,.91860878,.82626373,.59228128,.59333736,,,,36354.637
1999,White,Florida,3rd Generation,.062273402,.24824384,.84255451,.82394183,.64426839,.44209766,,,,37784.641
1999,Hispanic,Florida,3rd Generation,.18458493,.25487953,.74905497,.75749195,.63051701,.7114473,,,,40691.152
1999,White,Texas,3rd Generation,.049696669,.3537665,.86550242,.8290118,.70853031,.50944662,,,,43722.645
1999,Hispanic,Texas,3rd Generation,.24532622,.13195626,.68824834,.80050278,.62734842,.71788627,,,,23252.086
1999,White,California,3rd Generation,.043594114,.35123053,.85506749,.81987303,.62924737,.46981326,,,,44545.184
1999,Hispanic,California,3rd Generation,.15234321,.11449257,.72287524,.75994772,.58786231,.62537563,,,,30518.363
1999,White,New York,All,.056893673,.34746188,.8582108,.81111836,.65607238,.50985479,.10201496,.10499119,.79299384,43237.254
1999,Hispanic,New York,All,.30968156,.14450704,.64100701,.63544697,.56434184,.66808081,.53935504,.40158302,.059061926,21159.398
1999,White,New Jersey,All,.037697989,.39868563,.86584359,.84121895,.68223578,.49965143,.077414177,.090473726,.83211207,49473.176
1999,Hispanic,New Jersey,All,.19049166,.14557506,.70567572,.75033069,.61812699,.60204327,.57386422,.35241023,.073725574,24722.781
1999,White,Illinois,All,.036018331,.340253,.88444859,.86976719,.68458545,.54026949,.056166399,.050678644,.89315498,43597.664
1999,Hispanic,Illinois,All,.41606903,.10791609,.71086955,.79328877,.73127145,.73894674,.64803594,.20758991,.14437413,24705.342
1999,White,Florida,All,.062214088,.2532506,.84006453,.8205424,.64748478,.43662146,.060245175,.056857143,.88289768,37784.641
1999,Hispanic,Florida,All,.19506887,.25128826,.68717438,.77573723,.68392813,.59145069,.63593841,.28014731,.083914295,26158.598
1999,White,Texas,All,.050891034,.36349967,.86519063,.83084846,.7092579,.50986362,.024433624,.032419898,.94314647,43742.988
1999,Hispanic,Texas,All,.37532306,.1153873,.58351809,.76929545,.67404872,.71907854,.36222944,.16309375,.47467682,21798.832
1999,White,California,All,.044126365,.36753789,.85318613,.81838328,.61848438,.46742994,.081211224,.078829259,.8399595,44061.25
1999,Hispanic,California,All,.42587414,.090134047,.58077902,.74873215,.65801537,.70583206,.65034926,.1544673,.19518343,21798.832
2000,White,New York,1st Generation,.084891416,.34208947,.78521132,.74825042,.71124655,.4599708,,,,38420.105
2000,Hispanic,New York,1st Generation,.38935116,.12329616,.50363541,.73181772,.59965849,.64977646,,,,20718.398
2000,White,New Jersey,1st Generation,.048598077,.27532849,.83922249,.75065273,.73172176,.60188919,,,,29953.453
2000,Hispanic,New Jersey,1st Generation,.17926286,.11360106,.56309944,.79322815,.69609767,.66409147,,,,27036.371
2000,White,Illinois,1st Generation,.14709531,.35255641,.84291703,.81208688,.83276588,.45301524,,,,39843.074
2000,Hispanic,Illinois,1st Generation,.5334115,.088451147,.73855907,.73957855,.80010784,.8374756,,,,25897.998
2000,White,Florida,1st Generation,.090165675,.32177454,.721623,.75977099,.78951317,.55926377,,,,30659.244
2000,Hispanic,Florida,1st Generation,.23368382,.25490335,.60106051,.77220863,.71449345,.69312334,,,,21344.504
2000,White,Texas,1st Generation,.075002141,.62357795,.79130703,.78135121,.76241803,.56149715,,,,46957.906
2000,Hispanic,Texas,1st Generation,.59503412,.081053682,.46366352,.75115758,.72086298,.75032043,,,,19921.537
2000,White,California,1st Generation,.063947931,.44825318,.82022715,.82084084,.63655841,.4762181,,,,41266.039
2000,Hispanic,California,1st Generation,.55511558,.060229223,.54880178,.71440691,.7218889,.77307397,,,,19352.35
2000,White,New York,2nd Generation,.022322411,.45669794,.92172265,.85240316,.69321865,.48910323,,,,51095.895
2000,Hispanic,New York,2nd Generation,.21971035,.1308331,.81265426,.66580677,.47970992,.59875321,,,,27023.564
2000,White,New Jersey,2nd Generation,.028074376,.39755452,.87723696,.88734323,.60689551,.47006366,,,,51912.68
2000,Hispanic,New Jersey,2nd Generation,.19652477,.15539563,.82250416,.82489926,.47332492,.64880204,,,,33333
2000,White,Illinois,2nd Generation,.029257884,.33140627,.91481709,.8640542,.66180795,.4629578,,,,42929.488
2000,Hispanic,Illinois,2nd Generation,.20006911,.22043428,.75739563,.83956325,.70033389,.78598005,,,,34193.895
2000,White,Florida,2nd Generation,.033484552,.26646683,.86592942,.82239157,.50613129,.379421,,,,41277.422
2000,Hispanic,Florida,2nd Generation,.12606329,.24206603,.84020895,.80303913,.61066437,.58595616,,,,29882.305
2000,White,Texas,2nd Generation,.02368011,.52057797,.95637,.90534484,.61752528,.52840579,,,,46957.906
2000,Hispanic,Texas,2nd Generation,.29078069,.09465646,.6768232,.80831474,.72427881,.71894997,,,,25613.404
2000,White,California,2nd Generation,.051473472,.41641292,.87510991,.83079946,.51821262,.45208034,,,,51582.551
2000,Hispanic,California,2nd Generation,.19125289,.12649722,.81957889,.75754154,.52592075,.57715774,,,,32728.238
2000,White,New York,3rd Generation,.048491616,.36208704,.91285688,.82305747,.64336342,.49538067,,,,43115.898
2000,Hispanic,New York,3rd Generation,.041327529,.20046581,.78423208,.67362732,.64850861,.69636393,,,,17787.086
2000,White,New Jersey,3rd Generation,.031676151,.37858301,.9010244,.83207464,.67026454,.48750272,,,,49803.84
2000,Hispanic,New Jersey,3rd Generation,.15805393,0,.75312006,.65891868,.60728639,.24392937,,,,28174.744
2000,White,Illinois,3rd Generation,.046636675,.33369035,.90834576,.85634887,.68504411,.52358156,,,,45677.238
2000,Hispanic,Illinois,3rd Generation,.2713933,.1249143,.68918473,.74444121,.66218495,.65373743,,,,24190.438
2000,White,Florida,3rd Generation,.064337961,.26994759,.82986671,.82034719,.64201397,.4541125,,,,38420.105
2000,Hispanic,Florida,3rd Generation,.164092,.31768715,.8495689,.8665303,.63803893,.53828865,,,,39850.188
2000,White,Texas,3rd Generation,.049478341,.35400578,.85613984,.83451462,.67291141,.47940695,,,,42689.008
2000,Hispanic,Texas,3rd Generation,.19687909,.13162786,.74600214,.77159035,.62179548,.6892634,,,,24590.291
2000,White,California,3rd Generation,.040096242,.35660484,.88772339,.80804437,.62054867,.478414,,,,45534.941
2000,Hispanic,California,3rd Generation,.13323066,.091542304,.85809481,.76193213,.60912126,.63898659,,,,30593.789
2000,White,New York,All,.049968727,.36928344,.89940268,.81758291,.65596497,.49077639,.11233508,.099806771,.78785813,43315.113
2000,Hispanic,New York,All,.30575353,.13060658,.63532346,.70378917,.55773705,.63344818,.56849068,.3732298,.058279492,21344.504
2000,White,New Jersey,All,.032738119,.37184727,.89400208,.83019352,.66984177,.49526912,.080870666,.085102722,.83402663,48064.977
2000,Hispanic,New Jersey,All,.18462035,.12222105,.67917317,.79638904,.60161459,.62866145,.53384042,.39625448,.06990514,28503.449
2000,White,Illinois,All,.050673697,.33450469,.90543836,.85457295,.69111347,.51656789,.050109629,.057364337,.89252603,45534.941
2000,Hispanic,Illinois,All,.43662587,.11642799,.73416048,.7572732,.76199085,.80049747,.67675352,.16949603,.15375046,27582.791
2000,White,Florida,All,.064440913,.27322477,.82453519,.81641042,.64472061,.45720756,.066762723,.052551113,.88068616,38420.105
2000,Hispanic,Florida,All,.19916017,.25469291,.68293697,.78618783,.68067402,.65404308,.65978473,.28524378,.054971471,24190.438
2000,White,Texas,All,.0493985,.36560184,.85732579,.83516526,.67362541,.48288929,.025509305,.02833277,.94615793,42696.121
2000,Hispanic,Texas,All,.37094271,.10540294,.62214476,.76948392,.67810595,.71846789,.39842272,.16431676,.43726054,22767.471
2000,White,California,All,.04320322,.36979166,.88045043,.81100315,.61410195,.47616613,.093254678,.077584565,.82916075,45534.941
2000,Hispanic,California,All,.42287403,.076152176,.64637655,.72963768,.67118561,.71855646,.66515082,.15556584,.17928332,21984.838
2001,White,New York,1st Generation,.10964565,.36459994,.75451708,.75617081,.76061755,.50140101,,,,38535.969
2001,Hispanic,New York,1st Generation,.40259728,.11504,.54488212,.72640336,.63344276,.66057372,,,,20644.27
2001,White,New Jersey,1st Generation,.074935906,.34570953,.82643533,.7443608,.76280487,.49039397,,,,33030.828
2001,Hispanic,New Jersey,1st Generation,.29851255,.11945529,.64029586,.76988429,.62414289,.7464847,,,,26149.406
2001,White,Illinois,1st Generation,.11617805,.39430663,.8903442,.82326871,.79294628,.46909767,,,,41288.539
2001,Hispanic,Illinois,1st Generation,.49399146,.078278556,.62645113,.79810536,.76579899,.75817657,,,,27554.594
2001,White,Florida,1st Generation,.057880007,.34522653,.81811488,.76609302,.70982248,.55428529,,,,31654.545
2001,Hispanic,Florida,1st Generation,.27550161,.17634256,.59936374,.80263776,.64848119,.56967664,,,,22020.553
2001,White,Texas,1st Generation,.06960915,.57331258,.87614232,.61705673,.75450552,.51529849,,,,36664.223
2001,Hispanic,Texas,1st Generation,.59053856,.089941718,.53871495,.76735276,.81187636,.79270989,,,,21928.342
2001,White,California,1st Generation,.059024241,.53425491,.83634633,.75497681,.61794692,.44737101,,,,43474.078
2001,Hispanic,California,1st Generation,.56410897,.059913889,.5824573,.71091461,.70695353,.75520825,,,,19752.436
2001,White,New York,2nd Generation,.017433925,.40051913,.88170153,.81284934,.66766697,.45320144,,,,51748.301
2001,Hispanic,New York,2nd Generation,.22868431,.16852592,.78381795,.61449695,.4289647,.56819123,,,,24222.609
2001,White,New Jersey,2nd Generation,.037004322,.40095153,.88299608,.79806942,.72820485,.602229,,,,44935.691
2001,Hispanic,New Jersey,2nd Generation,.27408081,.13019063,.88423961,.82677585,.52821678,.69107902,,,,33030.828
2001,White,Illinois,2nd Generation,.039007295,.44080639,.8773995,.8604371,.66012603,.48520234,,,,42820.344
2001,Hispanic,Illinois,2nd Generation,.08482033,.086553544,.8524462,.726803,.61093998,.64939165,,,,33030.828
2001,White,Florida,2nd Generation,.065400183,.34392318,.92036432,.8320384,.71785724,.47545356,,,,44041.105
2001,Hispanic,Florida,2nd Generation,.12195285,.25860173,.81943715,.85755259,.59039682,.57984996,,,,35783.398
2001,White,Texas,2nd Generation,.069158792,.35827699,.93080759,.82655561,.65084952,.61842287,,,,50345.867
2001,Hispanic,Texas,2nd Generation,.26864961,.14135861,.71469045,.81768739,.68912297,.69170916,,,,27525.691
2001,White,California,2nd Generation,.010880323,.42248207,.9206323,.85943222,.58080155,.41529146,,,,52986.957
2001,Hispanic,California,2nd Generation,.21409103,.14110224,.76165301,.73110968,.50656831,.6057387,,,,28901.977
2001,White,New York,3rd Generation,.037320752,.3698191,.90860176,.80005682,.65747821,.49339336,,,,44041.105
2001,Hispanic,New York,3rd Generation,.059330411,.30457717,.89229888,.70783198,.51683795,.53771877,,,,34407.113
2001,White,New Jersey,3rd Generation,.037191976,.37719959,.91470391,.83294302,.69823164,.5248884,,,,49408.617
2001,Hispanic,New Jersey,3rd Generation,.3003599,.32050577,.91466898,.7340017,.78016537,.48266295,,,,48175.465
2001,White,Illinois,3rd Generation,.052392572,.30590859,.90331995,.83759665,.67475164,.50953984,,,,44122.309
2001,Hispanic,Illinois,3rd Generation,.13391106,.10097318,.75440991,.81050491,.4657926,.44104344,,,,27952.34
2001,White,Florida,3rd Generation,.051867936,.30721211,.85730654,.80922014,.64331609,.43292981,,,,38535.969
2001,Hispanic,Florida,3rd Generation,.15040138,.26330236,.86669874,.85213584,.53958267,.52953613,,,,42940.078
2001,White,Texas,3rd Generation,.054129481,.35026321,.86911792,.82404375,.69271266,.47293627,,,,45144.887
2001,Hispanic,Texas,3rd Generation,.23321091,.1192354,.79067624,.78883439,.66477919,.67337352,,,,26149.406
2001,White,California,3rd Generation,.032777179,.3868027,.9080652,.81431997,.60842216,.49605221,,,,48169.961
2001,Hispanic,California,3rd Generation,.098470382,.1120671,.84282392,.81967366,.58013201,.66452962,,,,33030.828
2001,White,New York,All,.043775707,.3723183,.88783187,.79621351,.67058891,.49025905,.11710758,.1013153,.78157711,44041.105
2001,Hispanic,New York,All,.31041723,.1497049,.66218573,.68230522,.54664767,.61608207,.5432061,.38158062,.075213253,22020.553
2001,White,New Jersey,All,.040548351,.37637398,.90416431,.82211053,.70650911,.52827913,.089340955,.083688006,.82697105,48255.289
2001,Hispanic,New Jersey,All,.28957516,.13710316,.74943626,.78854924,.59916401,.70799977,.56107867,.37095037,.067970954,28385.869
2001,White,Illinois,All,.055907637,.31927398,.90101933,.83790493,.68182838,.50549418,.066723563,.055354223,.87792224,44041.105
2001,Hispanic,Illinois,All,.37799919,.082330287,.68266642,.78621024,.70377725,.7028324,.70323938,.18607543,.11068519,27989.5
2001,White,Florida,All,.05300175,.31205636,.85711426,.80679226,.652282,.44484085,.081474565,.047588784,.87093663,38535.969
2001,Hispanic,Florida,All,.22334419,.20600429,.68171144,.82170159,.62344009,.56895518,.64434004,.26940838,.086251609,27525.691
2001,White,Texas,All,.055070248,.3574557,.87121898,.81767279,.69336015,.47869498,.03114992,.030512074,.93833798,45144.887
2001,Hispanic,Texas,All,.39930061,.10953743,.66557872,.78369975,.73467863,.72985989,.44928518,.15654345,.39417139,25092.42
2001,White,California,All,.033355094,.40258351,.90275288,.81266618,.6070779,.48539379,.087911308,.078983843,.83310485,48169.961
2001,Hispanic,California,All,.41365725,.084047794,.66371828,.73537755,.6477536,.71180564,.6338203,.17346093,.19271876,22020.553
2002,White,New York,1st Generation,.091234274,.3927229,.75495595,.74701422,.7881338,.60640788,,,,33467.898
2002,Hispanic,New York,1st Generation,.34257862,.1667117,.50762576,.71650404,.63099372,.63472503,,,,20080.738
2002,White,New Jersey,1st Generation,.093873039,.44127056,.76093847,.71263909,.8353492,.64445746,,,,34822.676
2002,Hispanic,New Jersey,1st Generation,.22410369,.14187153,.58385164,.78005821,.66692513,.71272457,,,,24096.887
2002,White,Illinois,1st Generation,.089640088,.40794498,.73213774,.77279699,.74543142,.56159014,,,,33338.043
2002,Hispanic,Illinois,1st Generation,.42141551,.094092116,.63661849,.78163075,.72974056,.71729666,,,,26774.318
2002,White,Florida,1st Generation,.041685764,.42037231,.77839267,.81113476,.74805433,.51496476,,,,34806.613
2002,Hispanic,Florida,1st Generation,.30441314,.1971855,.53983754,.76397789,.65012258,.59573692,,,,20883.967
2002,White,Texas,1st Generation,.065543644,.58211523,.84480751,.75980628,.73869461,.56503767,,,,33521.445
2002,Hispanic,Texas,1st Generation,.60753107,.094729327,.40304244,.70911527,.7795043,.78918678,,,,17055.24
2002,White,California,1st Generation,.039875448,.50590312,.82785338,.7375719,.75088948,.5934096,,,,34806.613
2002,Hispanic,California,1st Generation,.55755436,.062389921,.54104936,.70410794,.68691015,.74600035,,,,20199.885
2002,White,New York,2nd Generation,.021005396,.45358729,.92012507,.76955634,.68683892,.55007994,,,,44980.855
2002,Hispanic,New York,2nd Generation,.20155716,.1936786,.81706649,.68121588,.44560874,.51723045,,,,24096.887
2002,White,New Jersey,2nd Generation,.038683489,.44833308,.88090044,.82156432,.67752123,.52381289,,,,46868.441
2002,Hispanic,New Jersey,2nd Generation,.21284099,.091270402,.7991274,.69525528,.54299122,.63918465,,,,31071.596
2002,White,Illinois,2nd Generation,.039864145,.44223043,.8882609,.79778701,.71280783,.61307484,,,,46861.75
2002,Hispanic,Illinois,2nd Generation,.14375424,.10760791,.80199212,.82093352,.47151133,.58353209,,,,34833.387
2002,White,Florida,2nd Generation,.028906021,.38264742,.84710175,.8355937,.66748267,.54927939,,,,40696.961
2002,Hispanic,Florida,2nd Generation,.15567675,.27982861,.7290526,.82221657,.60509646,.57777804,,,,28113.033
2002,White,Texas,2nd Generation,.036788937,.52651078,.87434787,.86214709,.64674002,.51870108,,,,40838.867
2002,Hispanic,Texas,2nd Generation,.20116141,.15011019,.66337204,.79491997,.61891085,.69622445,,,,25435.602
2002,White,California,2nd Generation,.021749314,.42234913,.89908415,.85005242,.620031,.48298106,,,,60783.055
2002,Hispanic,California,2nd Generation,.15246944,.1621127,.73195839,.77035815,.56881428,.6177904,,,,30121.107
2002,White,New York,3rd Generation,.047044661,.33920553,.89945084,.79609978,.68745428,.59566551,,,,40526.945
2002,Hispanic,New York,3rd Generation,.13497528,.39361084,.82553518,.78093338,.49050805,.64158988,,,,40161.477
2002,White,New Jersey,3rd Generation,.02913304,.3735829,.91661435,.80832475,.74641156,.65337789,,,,47122.801
2002,Hispanic,New Jersey,3rd Generation,.22227047,.49322546,.93808758,.71274012,.65773237,.39478317,,,,53548.637
2002,White,Illinois,3rd Generation,.037664495,.33820298,.89387798,.82778221,.72345167,.58471382,,,,42303.422
2002,Hispanic,Illinois,3rd Generation,.20080781,.12184653,.76455605,.7572149,.74954683,.60606581,,,,43897.832
2002,White,Florida,3rd Generation,.066934913,.31676701,.85380691,.8004328,.66321963,.53502595,,,,38921.824
2002,Hispanic,Florida,3rd Generation,.18850368,.22590487,.6753543,.88902861,.5492506,.55969399,,,,29557.508
2002,White,Texas,3rd Generation,.044298407,.38873726,.87174159,.82093233,.74255264,.59637886,,,,46873.797
2002,Hispanic,Texas,3rd Generation,.25369221,.13210484,.70431435,.77605677,.6503247,.62151855,,,,26774.318
2002,White,California,3rd Generation,.034317102,.38684684,.89774418,.81701005,.63569587,.54703295,,,,48196.449
2002,Hispanic,California,3rd Generation,.12076138,.14817852,.83070099,.77705431,.56824934,.61731362,,,,36052.957
2002,White,New York,All,.050122671,.3566595,.8833214,.78746301,.69998997,.59272105,.12508561,.094068468,.78084594,40429.219
2002,Hispanic,New York,All,.2828193,.18897578,.63078737,.70828718,.56010079,.59534562,.60357064,.33854175,.05788764,21084.775
2002,White,New Jersey,All,.036449675,.38653058,.89797771,.79974848,.74975425,.64187866,.10094818,.081802398,.81724942,46125.457
2002,Hispanic,New Jersey,All,.22044063,.14700194,.67303032,.7492643,.62727624,.67043769,.62449884,.31546658,.060034547,28113.033
2002,White,Illinois,All,.041334201,.34901401,.88252991,.82228857,.72432941,.58478999,.068139531,.058242809,.87361765,41860.309
2002,Hispanic,Illinois,All,.32842049,.10041332,.69164151,.78892612,.66697925,.67197365,.64340794,.25113365,.10545839,29451.75
2002,White,Florida,All,.062916473,.32816344,.8478412,.80321151,.66974533,.53434473,.074084401,.056479976,.86943561,38956.633
2002,Hispanic,Florida,All,.25841105,.22058508,.59763628,.78681427,.63221323,.58884746,.67734951,.26209724,.060553264,24096.887
2002,White,Texas,All,.044854693,.39997542,.87082922,.81991923,.73954058,.59289944,.036772501,.029956155,.93327135,46855.055
2002,Hispanic,Texas,All,.39898407,.11869319,.56729728,.74995619,.70146686,.70583987,.43368149,.15536566,.41095284,21419.453
2002,White,California,All,.033767167,.40103295,.89130658,.81237906,.64515954,.54592216,.093743145,.085217327,.8210395,48193.773
2002,Hispanic,California,All,.41419667,.093748592,.62377042,.72782683,.64668661,.70235664,.66026455,.15883569,.18089974,24096.887
2003,White,New York,1st Generation,.02693535,.41543797,.8102808,.75850552,.73740959,.51923209,,,,34490.641
2003,Hispanic,New York,1st Generation,.36208791,.15892154,.52014643,.72236311,.61549234,.65456229,,,,21079.076
2003,White,New Jersey,1st Generation,.10589828,.38740861,.74227971,.82993996,.83902448,.65155417,,,,39842.09
2003,Hispanic,New Jersey,1st Generation,.25994501,.23893937,.59948802,.77451158,.66462165,.63382679,,,,26971.996
2003,White,Illinois,1st Generation,.069997393,.42821327,.76929224,.76641041,.77198923,.63776642,,,,31618.615
2003,Hispanic,Illinois,1st Generation,.48513702,.080548607,.56772822,.6986742,.78424948,.76273578,,,,21500.658
2003,White,Florida,1st Generation,.045713104,.39709026,.7501114,.78631157,.76434129,.53108567,,,,38363.918
2003,Hispanic,Florida,1st Generation,.24439691,.234917,.57038313,.73622733,.69981778,.60855657,,,,22133.031
2003,White,Texas,1st Generation,.095880508,.56151366,.76624298,.75214386,.81126058,.65299273,,,,34358.895
2003,Hispanic,Texas,1st Generation,.61678141,.078517728,.35829759,.68160951,.73951864,.75655246,,,,17811.82
2003,White,California,1st Generation,.039378174,.49451363,.79840869,.7143572,.74416441,.62987226,,,,33990.012
2003,Hispanic,California,1st Generation,.55447537,.061368585,.56915033,.70278192,.70557398,.76760244,,,,19801.158
2003,White,New York,2nd Generation,.011047998,.47008941,.91053718,.75566459,.70540768,.54673618,,,,46189.527
2003,Hispanic,New York,2nd Generation,.2478231,.20312446,.75112081,.67598194,.46098885,.57357121,,,,29114.158
2003,White,New Jersey,2nd Generation,.043542091,.51848179,.89269805,.8291989,.73581052,.55507553,,,,65872.117
2003,Hispanic,New Jersey,2nd Generation,.19013649,.23397481,.79289174,.6906206,.49380103,.65145105,,,,39852.629
2003,White,Illinois,2nd Generation,.0368427,.43387184,.91922474,.85053611,.73983103,.53254998,,,,41308.402
2003,Hispanic,Illinois,2nd Generation,.1713676,.09700004,.9015739,.82784635,.5373739,.51443493,,,,36888.383
2003,White,Florida,2nd Generation,.026134601,.45264995,.858935,.83221424,.68434536,.6117897,,,,40807.773
2003,Hispanic,Florida,2nd Generation,.095376238,.26749527,.77981943,.80844301,.59469658,.62039775,,,,33272.004
2003,White,Texas,2nd Generation,0,.55142093,.85703802,.88112742,.67900878,.56662017,,,,52774.105
2003,Hispanic,Texas,2nd Generation,.21870132,.15699032,.63768137,.77043897,.60876817,.63949579,,,,23977.449
2003,White,California,2nd Generation,.010794886,.41850963,.87763697,.80351168,.59907055,.50118834,,,,44003.891
2003,Hispanic,California,2nd Generation,.1664643,.17025492,.76296514,.81124413,.54360121,.6644327,,,,37151.871
2003,White,New York,3rd Generation,.043107577,.36394843,.90604359,.81158864,.68416083,.60141432,,,,42158.152
2003,Hispanic,New York,3rd Generation,.2159446,.22095817,.72533101,.69458634,.43199545,.5936982,,,,28983.73
2003,White,New Jersey,3rd Generation,.029295828,.42352438,.90976363,.82089281,.71494925,.61618769,,,,51610.801
2003,Hispanic,New Jersey,3rd Generation,.21500513,.22515847,.86654013,.69849104,.81121147,.65153503,,,,33104.691
2003,White,Illinois,3rd Generation,.039080262,.35828182,.89969677,.81178242,.7143262,.58400035,,,,43475.598
2003,Hispanic,Illinois,3rd Generation,.10386972,.046784058,.78191572,.81949759,.57315618,.6887337,,,,34912.223
2003,White,Florida,3rd Generation,.059702534,.32202494,.85410446,.80805427,.67064953,.5266884,,,,39676.094
2003,Hispanic,Florida,3rd Generation,.12529603,.087765358,.68290275,.71903437,.59615475,.4536418,,,,26348.846
2003,White,Texas,3rd Generation,.043864165,.37630099,.84037513,.81953287,.72607034,.57707381,,,,44529.551
2003,Hispanic,Texas,3rd Generation,.22052015,.14645082,.70487124,.76759309,.64203924,.66958684,,,,27666.289
2003,White,California,3rd Generation,.030722847,.40052524,.8934384,.81728858,.63939011,.54397035,,,,47427.922
2003,Hispanic,California,3rd Generation,.10574556,.13020892,.81574124,.80232418,.59845054,.59379292,,,,35598.609
2003,White,New York,All,.038149565,.38012373,.89530605,.80003929,.69240671,.58659077,.11662235,.095820613,.78755701,41235.945
